episode,episode_return,total_steps,nodes_completed,nodes_skipped,workflow_size,workflow_complete,completion_rate,premature_executions,correct_executions,ctrl_loss,meta_loss
160,57.9400,32,5,0,5,1,1.0000,8,1,34.489537,173.330916
161,33.8800,24,4,1,5,1,0.8000,7,2,33.892349,126.473413
162,69.1600,18,5,0,5,1,1.0000,4,3,32.775863,183.822137
163,-7.3300,41,4,1,5,1,0.8000,15,2,30.970312,142.367302
164,38.4500,35,5,0,5,1,1.0000,10,3,37.603289,107.775208
165,22.3400,42,5,0,5,1,1.0000,14,2,33.732147,106.753152
166,42.7700,41,5,0,5,1,1.0000,10,2,29.515841,158.277518
167,38.5500,35,5,0,5,1,1.0000,10,3,29.841679,124.556313
168,53.9900,27,5,0,5,1,1.0000,8,2,30.018057,100.846423
169,34.0100,23,4,1,5,1,0.8000,6,3,31.325595,95.680294
170,68.9200,16,5,0,5,1,1.0000,5,2,37.125138,111.946628
171,68.5400,22,5,0,5,1,1.0000,4,3,27.604756,106.140538
172,48.9900,27,5,0,5,1,1.0000,8,3,30.696429,133.007651
173,64.3600,18,5,0,5,1,1.0000,6,2,30.474826,112.973825
174,33.6000,30,4,1,5,1,0.8000,7,2,30.070893,185.863626
175,63.4200,26,5,0,5,1,1.0000,5,3,27.711480,171.456482
176,49.3300,19,5,0,5,1,1.0000,8,3,31.232017,198.142438
177,28.5400,32,4,1,5,1,0.8000,9,1,29.750987,151.596767
178,8.6000,30,4,1,5,1,0.8000,11,3,27.866090,143.551578
179,69.4800,14,5,0,5,1,1.0000,5,2,25.098235,117.330534
180,33.6200,36,4,1,5,1,0.8000,8,1,25.422663,132.574570
181,74.4700,11,5,0,5,1,1.0000,3,3,30.783348,160.592111
182,53.5200,26,5,0,5,1,1.0000,8,2,26.023598,95.789463
183,69.3300,19,5,0,5,1,1.0000,5,2,27.469173,163.530493
184,34.2600,18,4,1,5,1,0.8000,6,3,25.886484,116.374876
185,73.9500,15,5,0,5,1,1.0000,4,2,22.912355,132.770326
186,69.3100,13,5,0,5,1,1.0000,3,4,28.628197,134.581406
187,63.6400,22,5,0,5,1,1.0000,5,3,24.758770,99.169785
188,69.1500,15,5,0,5,1,1.0000,4,3,29.806267,93.587313
189,48.3100,33,5,0,5,1,1.0000,10,1,26.268546,138.858303
190,63.6500,25,5,0,5,1,1.0000,5,3,25.819204,102.510840
191,28.2700,31,4,1,5,1,0.8000,7,3,29.756857,102.977195
192,68.8000,20,5,0,5,1,1.0000,5,2,25.576787,152.767261
193,33.1600,38,5,0,5,1,1.0000,12,2,24.217471,90.605032
194,59.4100,13,5,0,5,1,1.0000,5,4,29.073797,126.563228
195,79.6300,9,5,0,5,1,1.0000,3,2,30.879095,88.344105
196,49.0000,20,5,0,5,1,1.0000,7,4,23.069563,110.509071
197,33.3100,43,5,0,5,1,1.0000,10,4,26.220067,91.462102
198,79.2800,14,5,0,5,1,1.0000,3,2,23.007869,89.361466
199,57.6700,31,5,0,5,1,1.0000,6,3,28.197263,157.452728
200,33.3500,35,5,0,5,1,1.0000,11,3,26.410879,125.657582
201,69.6100,13,5,0,5,1,1.0000,6,1,22.338176,131.544905
202,29.2100,23,4,1,5,1,0.8000,6,4,24.261309,131.873038
203,33.5900,27,5,0,5,1,1.0000,11,3,25.171292,95.162331
204,53.6800,24,5,0,5,1,1.0000,7,3,22.426615,95.196989
205,49.0700,21,5,0,5,1,1.0000,7,4,22.738034,88.286414
206,16.8800,44,4,1,5,1,0.8000,11,2,23.719983,127.138478
207,-6.9600,42,4,1,5,1,0.8000,12,5,26.625788,170.775918
208,28.9600,28,4,1,5,1,0.8000,9,1,26.699194,92.860805
209,43.7400,32,5,0,5,1,1.0000,9,3,29.209893,154.204385
210,38.3900,27,5,0,5,1,1.0000,10,3,22.834430,83.549663
211,58.5500,25,5,0,5,1,1.0000,7,2,24.193519,112.861252
212,63.4200,26,5,0,5,1,1.0000,4,4,22.151741,137.703076
213,64.5100,13,5,0,5,1,1.0000,4,4,19.669039,86.454810
214,64.0500,15,5,0,5,1,1.0000,5,3,22.013605,162.964796
215,44.0100,23,4,1,5,1,0.8000,4,3,22.104494,123.198640
216,69.0300,19,5,0,5,1,1.0000,5,2,20.748358,189.244687
217,38.7400,32,5,0,5,1,1.0000,11,2,22.855039,110.999722
218,68.8800,24,5,0,5,1,1.0000,7,0,25.269080,126.791544
219,74.4100,13,5,0,5,1,1.0000,3,3,19.931267,168.894678
220,63.4000,20,5,0,5,1,1.0000,4,4,20.227145,119.404468
221,68.9200,16,5,0,5,1,1.0000,3,4,20.251375,164.852908
222,64.6000,10,5,0,5,1,1.0000,4,4,15.699008,116.660446
223,48.6700,31,5,0,5,1,1.0000,7,4,24.343576,121.454707
224,63.5300,19,5,0,5,1,1.0000,4,4,22.349693,119.579232
225,69.1200,16,5,0,5,1,1.0000,4,3,26.861538,137.843028
226,58.9400,22,5,0,5,1,1.0000,7,2,21.004954,105.483457
227,43.8700,21,4,1,5,1,0.8000,6,1,21.498166,136.138432
228,74.2800,14,5,0,5,1,1.0000,3,3,21.519782,139.296142
229,64.2500,15,5,0,5,1,1.0000,4,4,22.353454,142.539087
230,48.5200,36,5,0,5,1,1.0000,10,1,18.451226,129.628397
231,28.6100,33,4,1,5,1,0.8000,8,2,20.421230,143.423552
232,74.2500,15,5,0,5,1,1.0000,3,3,21.518413,117.308558
233,59.3600,18,5,0,5,1,1.0000,5,4,18.434394,117.636093
234,43.4600,28,4,1,5,1,0.8000,6,1,19.164716,122.985800
235,13.3400,32,4,1,5,1,0.8000,11,2,21.482194,77.981364
236,33.9800,24,4,1,5,1,0.8000,8,1,20.387327,127.014993
237,-21.3700,39,5,0,5,1,1.0000,22,3,17.687984,167.446620
238,74.0700,21,5,0,5,1,1.0000,5,1,18.376933,107.708600
239,58.7100,23,5,0,5,1,1.0000,6,3,17.288604,139.557037
240,63.2100,33,5,0,5,1,1.0000,6,2,19.508844,155.579752
241,68.9900,17,5,0,5,1,1.0000,5,2,18.028243,149.730219
242,78.8400,22,5,0,5,1,1.0000,3,2,18.213620,84.541910
243,17.9000,40,4,1,5,1,0.8000,10,2,20.306427,118.593303
244,77.8600,28,5,0,5,1,1.0000,3,2,20.051281,134.031322
245,53.3500,35,5,0,5,1,1.0000,8,2,19.845605,119.066426
246,21.9800,54,4,1,5,1,0.8000,10,2,21.220791,124.134381
247,48.9100,23,4,1,5,1,0.8000,4,2,17.221394,84.033980
248,79.3100,13,5,0,5,1,1.0000,3,2,19.624732,92.191557
249,74.4700,11,5,0,5,1,1.0000,4,2,18.065955,106.534197
250,63.2000,30,5,0,5,1,1.0000,5,3,20.066198,126.955200
251,13.7500,35,4,1,5,1,0.8000,11,2,19.314311,78.640688
252,48.3800,34,5,0,5,1,1.0000,9,2,16.363161,146.592875
253,58.2500,35,5,0,5,1,1.0000,6,3,16.659544,107.075494
254,28.5000,30,4,1,5,1,0.8000,8,2,15.616314,108.305867
255,58.8700,21,5,0,5,1,1.0000,6,3,19.977729,185.107123
256,63.6400,22,5,0,5,1,1.0000,5,3,15.168498,138.497745
257,58.9300,29,5,0,5,1,1.0000,7,2,18.151690,147.846761
258,54.3600,18,4,1,5,1,0.8000,3,2,14.920485,128.748801
259,79.0400,12,5,0,5,1,1.0000,2,3,17.675375,148.773912
260,58.8300,29,5,0,5,1,1.0000,5,4,12.821274,134.104263
261,52.6300,39,5,0,5,1,1.0000,7,3,16.688582,206.408646
262,69.2500,15,5,0,5,1,1.0000,5,2,16.569226,99.776762
263,64.1000,20,5,0,5,1,1.0000,5,3,16.162583,93.765471
264,58.8600,18,5,0,5,1,1.0000,6,3,15.849722,119.659660
265,48.5400,32,5,0,5,1,1.0000,8,3,20.732324,170.179906
266,58.9800,34,5,0,5,1,1.0000,7,2,16.513182,134.181203
267,74.5700,11,5,0,5,1,1.0000,4,2,18.728876,146.154991
268,79.0100,13,5,0,5,1,1.0000,3,2,16.747230,126.384456
269,63.9600,18,5,0,5,1,1.0000,6,2,16.700514,99.667918
270,48.3900,27,4,1,5,1,0.8000,4,2,14.448334,124.090336
271,78.9900,17,5,0,5,1,1.0000,3,2,14.826985,73.472393
272,63.7700,21,5,0,5,1,1.0000,6,2,15.006616,112.565976
273,42.4800,44,5,0,5,1,1.0000,10,2,15.440839,96.302744
274,11.5200,56,5,0,5,1,1.0000,16,2,13.839244,135.236227
275,32.6600,48,5,0,5,1,1.0000,12,2,13.828737,79.263953
276,38.6600,28,4,1,5,1,0.8000,5,3,18.060468,111.889555
277,34.0700,21,4,1,5,1,0.8000,8,1,16.418270,128.930475
278,33.6900,27,4,1,5,1,0.8000,7,2,11.810751,141.941379
